id,x,y,dbh
182,-1.443002755035982,-5.26457907505721,42.9
223,21.796023770531264,-23.386691152405753,30.82
204,-27.933109576208906,56.87708521391117,42.38
197,26.022234136857946,12.256141871072515,68.64
134,-3.644025788806297,22.40983686466612,27.99
157,14.511220812084225,31.344797461157476,55.57
233,23.20780813922985,-3.001810360595897,30.72
178,-15.576907768095733,2.8631714797891004,29.35
172,-35.011931755059145,-17.527511260770545,52.47
193,-39.789176197545125,33.2177322161972,47.42
82,-31.822118268264195,52.212365351677384,10.99
115,31.085556094520456,14.761350595520966,38.68
3,-39.98167607368349,2.688574943228023,59.29
221,-5.9533136364480095,46.547972452087414,45.83
34,-2.747498236971987,47.27546652387246,61.54
141,9.157298335320327,23.179902231406984,33.16
76,14.322963168283309,6.079600864662318,27.06
119,-22.37314719329227,56.19898617943913,46.83
78,-40.52343206101784,4.342842288667498,41.47
79,29.369135858186816,14.839463157278676,22.0
87,-36.599490236770265,5.869269673091859,50.69
222,25.924207617217483,-9.950973898460617,35.58
248,-47.477351771186974,-9.10760010794241,35.51
140,36.795145490775944,19.08786061240142,30.46
186,-32.34009556888513,11.782674535198941,61.54
215,-29.46142476500401,-15.134778063494025,76.43
154,-20.478276776815598,32.84415014694339,55.14
85,-26.317542348099952,12.485918947057352,57.04
219,24.29534888670843,-19.273496048396467,26.87
213,-20.6848864872783,59.5552304775392,11.05
177,-30.555061492877133,39.96339939009737,64.27
230,-36.750207443180656,5.216441729685753,32.31
30,13.601816504251929,5.045314884405208,73.66
255,31.20004296493407,12.723363167565903,22.43
45,-10.227346788554218,-3.4828664436846353,36.73
232,-9.134210378122592,-16.040623121857237,61.89
184,-5.269117896645214,45.19950065422299,47.84
33,31.87925726271994,14.198377722640952,50.91
153,13.625434046730984,41.02208436433055,27.9
133,-18.873192459033973,-3.457319579953502,36.1
125,-16.103893471202934,58.01526197569614,21.77
54,2.4411437598873222,11.470599616866256,46.76
225,5.292776745557223,-8.05122123353188,31.57
137,27.263607249585593,37.77083357595104,44.28
16,-29.561718691699365,2.345809487508607,46.6
81,9.201718379411039,25.28383351823243,41.03
67,-34.08331618106445,-10.12672257876276,60.94
249,36.9966244251723,41.47635333163097,33.19
9,24.06945161195214,-22.341308040885195,34.02
165,-37.24548798902456,14.895940538038824,57.02
111,24.0113661866356,13.592745808957098,46.03
161,15.879905598398366,-24.073455867107143,40.46
243,29.405766955592142,5.840582217811653,60.01
47,-35.48013542745597,48.99272088946443,36.95
234,-44.550343516623165,15.751092992816435,37.92
158,26.705100791351224,-19.193522564850824,42.09
199,-4.0839710997867025,22.72693010544295,59.43
122,-40.73682254708399,-9.206422064073443,34.98
107,4.596368973645248,14.893508362068516,21.43
39,-16.162806939451283,53.225759997070504,45.09
253,-36.62947953230906,5.783825877804626,16.67
102,24.182678883924687,-29.808153397853665,16.86
167,-26.637386866734147,-9.259464459171653,16.91
64,11.181883257125506,48.17509488708378,42.33
142,-10.038386815501056,45.21269078824961,54.45
71,-21.787241210673987,29.841649170941253,64.35
247,24.851936746471345,-14.639943420621037,50.84
13,40.67867169843661,37.198430017983696,33.05
36,-14.18692262437391,38.53475318428088,49.28
11,-35.26857007015485,-12.72673665918541,65.21
171,7.424021623259083,-12.55610694476469,45.21
18,-30.350450953003072,-0.04812063260324351,13.87
46,26.649748022444378,45.82535881641391,20.35
168,10.862139381928584,43.45607339377884,45.84
241,9.407551637298933,22.2189790893978,33.71
4,-39.90333106848244,30.81174620928833,72.13
164,-42.740446284688616,21.36791344658169,37.29
138,24.010707549073313,-17.35017098255104,13.19
146,-27.20393043680007,31.718235920220273,56.43
31,-17.60231319663378,-6.932267910562338,43.35
68,-21.398639242174433,57.44161816567163,52.39
210,-29.32051893376941,40.64310864393444,83.29
17,-41.052192027469275,16.677935028403116,76.56
163,17.251687284571624,-14.619741517420046,26.31
211,-5.834835961056069,15.18755531454867,35.62
42,-22.222130956314913,-19.741330478421666,50.28
131,-8.788719077256214,-0.5410897172341933,23.37
126,-5.534304076957758,6.887213117588333,51.82
250,21.055652942748228,-21.614728670475657,51.69
159,21.397835696568436,-9.419130654675527,51.57
26,20.355504343344624,1.4027058507465817,25.91
228,-4.120958904442517,51.86197999217399,15.8
169,31.809729809074405,40.036240752179395,43.11
187,-41.560518734680684,15.142941882250467,33.68
117,-11.557251247888754,41.87891652534164,30.84
20,5.155344230284202,21.004387731068153,25.92
155,3.528529086989952,49.387806702177826,90.14
195,-19.599970941509415,55.23033068002377,45.95
183,34.609499063501865,34.915177178861576,47.81
37,-14.823366152669951,-18.27819023212107,66.77
51,-26.934577597345054,58.53495550050968,52.11
160,7.78620644327817,37.02313187710658,65.58
88,-12.735807470769634,6.856409401643187,33.97
216,20.225045629414435,16.930016645728422,38.77
235,-12.081657615784847,-3.157395467996693,14.66
113,-0.696754042840078,7.65877625007202,25.01
135,13.431080060067416,38.62435074112133,36.29
1,6.335772460201742,-11.80197581617697,65.7
109,20.447075638063318,-29.140719214199606,21.94
121,21.828657251695528,-27.068393891072617,43.74
91,25.402384571681655,20.373628336509384,38.21
2,-13.979203374455789,31.6105598945746,25.19
97,-23.35611598871513,-19.14084904965614,49.39
29,-24.028430970948836,-3.0266040296539884,49.61
14,-29.44990143962162,-12.150893479102034,56.55
198,-41.09560353800994,1.3755000770382662,18.1
24,40.55805051732881,45.744601706562634,36.08
6,7.327085659158275,-23.155975029739324,47.3
80,-2.3787976912340403,54.518156625455745,15.08
103,13.892886909162211,7.728610995419676,24.6
38,18.989180796259916,10.15436626261597,55.21
150,22.062990300514553,49.829788064174096,28.95
173,-2.904475467756127,35.83762764806137,41.4
127,33.71571025440377,31.221568974851436,89.47
246,-38.85003365906504,40.97529699468388,40.28
